Garage_Cars,Year_Built,Total_Bsmt_SF,Wood_Deck_SF,No_Fireplace,Lot_Area,Second_Flr_SF,Garage_Area,Longitude,Bsmt_Unf_SF
2,1967,1334,0,1,10140,0,477,-93.63247199999999,713
2,1979,1625,136,0,23580,0,576,-93.59996899999999,849
3,2006,2076,216,0,13891,0,850,-93.6566537,690
2,1965,1073,0,1,10289,0,515,-93.62589799999999,237
1,1940,600,0,1,6001,319,231,-93.65808100000001,232
2,1991,1582,0,1,11070,0,672,-93.602424,1527
1,1956,1073,0,1,9571,0,340,-93.668212,816
2,1995,1220,0,0,10000,870,556,-93.681274,141
2,1968,1295,0,1,11700,0,528,-93.635899,385
1,1954,1089,328,0,7440,0,252,-93.660147,916
0,1931,544,0,1,4270,0,0,-93.661542,0
2,1977,1069,0,0,4043,0,440,-93.62723199999999,709
2,1978,1097,303,0,9101,0,602,-93.604928,0
0,1920,736,0,1,4456,716,0,-93.618648,736
2,1958,1560,0,1,8078,0,484,-93.61848,1560
3,2006,1258,144,0,3922,0,648,-93.641795,1258
2,1996,916,168,0,15038,720,386,-93.63748199999999,778
2,1999,978,0,0,10762,978,490,-93.639325,284
2,1948,409,0,0,17541,0,576,-93.669606,109
2,1997,813,421,0,8238,712,400,-93.639067,113
0,1930,780,0,1,8155,420,0,-93.628385,780
2,1960,1560,0,0,25485,0,580,-93.640326,0
0,1994,990,0,1,8070,0,0,-93.692415,402
0,1872,684,0,1,5250,1215,0,-93.60968879999999,425
0,1971,858,0,1,8125,0,0,-93.627981,244
2,2006,728,0,0,11103,728,440,-93.689071,728
1,1955,1056,0,1,13600,0,300,-93.6136767,0
2,2004,1365,143,0,3072,0,388,-93.6419,306
3,2003,998,320,0,10625,1040,871,-93.652549,132
2,1971,864,216,1,10500,0,576,-93.62349859999999,160
2,2004,1594,128,0,3842,0,482,-93.615921,221
1,1957,1070,0,0,10011,0,447,-93.612462,710
2,1978,832,192,0,13250,896,529,-93.637774,832
2,2001,858,0,0,10646,917,546,-93.643378,177
2,2006,1286,168,0,6762,0,662,-93.691234,1286
2,2003,1114,0,1,13695,0,576,-93.690364,300
2,1979,1362,192,0,17043,0,435,-93.636512,1362
2,2007,1232,132,1,7314,0,632,-93.690111,508
1,1962,925,150,1,10205,0,300,-93.605839,141
2,1972,864,155,1,7200,0,576,-93.68315799999999,193
3,2006,1410,192,0,13682,1519,641,-93.62647700000001,1410
2,1991,1288,127,0,16059,1116,462,-93.653876,1288
3,2006,2036,0,0,13162,604,792,-93.64407,200
2,2005,1100,200,0,12447,848,760,-93.642317,1100
1,1915,840,0,1,5790,765,379,-93.614002,840
1,1920,961,0,1,8967,0,338,-93.628236,961
1,1959,1150,0,1,7945,0,300,-93.606893,465
1,1948,624,0,1,6956,312,265,-93.661951,624
2,2007,1340,100,1,8899,0,396,-93.644376,1316
2,1926,750,0,1,8550,356,576,-93.62528499999999,750
1,1968,833,143,1,8400,0,326,-93.628069,89
2,2005,745,36,0,8918,745,392,-93.64466,745
1,1921,1073,0,1,5400,0,326,-93.61396500000001,1073
0,1915,1013,0,1,8470,0,0,-93.616895,1013
2,2005,728,0,0,10237,728,390,-93.645841,728
2,1920,576,0,1,7898,0,676,-93.615475,576
2,1976,960,228,0,6285,0,528,-93.6747048,456
3,2007,1702,0,0,10130,0,844,-93.642579,408
2,1998,1028,208,0,16226,1242,683,-93.683813,747
2,1971,825,0,1,13355,825,464,-93.629079,242
2,1998,1204,0,1,4500,0,412,-93.60819599999999,338
1,1954,936,0,1,6390,0,280,-93.607948,936
1,1942,976,160,1,7288,0,215,-93.628467,671
2,1978,450,311,0,7703,0,504,-93.672718,0
2,2004,970,0,1,2522,739,380,-93.670063,970
3,2000,1519,162,0,11000,639,687,-93.650932,1519
2,1962,1057,0,1,7420,0,576,-93.673987,640
2,2006,1370,120,0,6442,0,484,-93.649291,1346
2,1990,1475,192,0,11839,797,514,-93.683223,390
1,1960,1100,355,0,12493,0,312,-93.621566,375
2,2003,840,144,1,11317,828,500,-93.692052,840
2,1991,1278,112,1,7153,0,496,-93.687831,78
2,1962,931,0,1,7763,0,506,-93.619022,319
2,2001,1753,202,0,11838,0,522,-93.68269000000001,1753
2,1968,912,200,0,10180,0,372,-93.610663,168
1,1959,1041,224,1,9600,0,270,-93.624581,50
2,1978,1117,336,0,17082,864,522,-93.675038,153
1,1959,864,0,1,9100,0,300,-93.623485,252
1,2008,192,0,1,9836,0,308,-93.61957259999998,96
1,1950,910,199,1,12144,611,597,-93.609054,455
2,2000,975,280,0,7379,873,592,-93.643556,491
2,2007,1350,192,0,10307,0,484,-93.650258,474
1,1924,1026,0,0,5000,665,308,-93.65032099999999,808
2,2005,856,212,1,9587,0,400,-93.643964,201
3,2003,1792,206,0,11846,0,874,-93.657883,225
1,1962,912,140,1,12968,0,352,-93.67574300000001,175
2,1998,794,0,1,9531,914,546,-93.690545,88
1,1967,980,68,1,9750,0,384,-93.627935,100
2,2000,992,24,0,12224,1032,390,-93.641919,297
1,1957,0,186,1,11500,0,290,-93.663366,0
2,1988,1157,60,0,14364,882,454,-93.685142,92
1,1958,533,280,1,13825,580,300,-93.662134,533
2,1927,660,80,1,9259,0,440,-93.663619,660
2,1970,864,210,1,7038,0,576,-93.627037,138
2,1957,912,0,1,7407,0,923,-93.608246,312
2,1999,1666,165,1,7915,0,435,-93.64664499999999,443
0,1978,1040,0,1,8430,0,0,-93.686916,424
1,1920,967,0,0,3153,0,180,-93.6176729,967
3,2008,1017,168,0,11003,981,812,-93.643001,252
2,2004,1143,0,0,3628,0,588,-93.647832,1143
1,1958,160,0,0,9000,0,384,-93.60552,160
3,1918,1370,0,0,22420,1254,864,-93.644426,242
1,1920,596,0,1,6402,596,189,-93.625299,596
2,1986,1453,0,0,5271,0,445,-93.676681,371
2,1999,850,120,0,11690,878,560,-93.683856,850
2,1954,1310,0,0,17500,0,576,-93.63940699999999,91
2,1898,849,40,1,8100,1063,360,-93.613887,849
1,1978,864,0,1,7000,0,336,-93.684887,218
1,1950,721,250,1,8400,0,294,-93.6790752,721
2,1967,932,0,0,10400,1369,515,-93.633163,932
2,1956,1188,304,0,14175,0,576,-93.66412,200
2,1996,1064,168,0,10990,1061,576,-93.65527900000001,213
1,1959,1143,0,1,8050,0,308,-93.61711700000001,125
1,1958,808,143,1,5175,0,308,-93.628582,254
2,1963,816,106,1,8472,0,516,-93.62949499999999,0
2,1930,1078,0,0,6240,445,360,-93.622552,1078
0,1890,925,231,1,14190,544,0,-93.620343,925
1,1922,1022,0,0,4480,0,184,-93.62024,240
2,1992,836,307,1,9370,887,462,-93.68769499999999,78
2,1955,384,0,0,7134,0,572,-93.612401,0
2,2005,1169,100,1,8769,0,578,-93.684625,460
1,1969,1176,0,1,16133,0,360,-93.671454,329
2,2000,924,100,0,8063,742,463,-93.642288,924
3,1994,2024,182,0,10750,0,815,-93.655988,262
2,1970,925,252,1,9457,0,576,-93.629118,359
3,2005,1546,144,1,11750,0,796,-93.688941,1526
1,1973,945,174,0,2394,0,253,-93.604318,30
2,1996,880,0,0,8750,807,512,-93.680782,880
2,2005,1306,170,0,5381,0,624,-93.649743,406
2,1992,808,342,0,9636,785,389,-93.63575300000001,808
2,1969,1427,0,1,11104,0,516,-93.6343272,599
2,1890,346,0,1,9000,1111,624,-93.61221,346
4,1993,1344,288,1,9069,0,920,-93.68015150000001,0
2,2000,982,0,0,8658,881,431,-93.64291300000001,250
2,2002,408,120,0,7750,640,527,-93.641488,55
2,2005,547,0,1,3675,0,525,-93.669977,0
2,1991,384,164,0,10784,670,402,-93.637299,384
2,2007,1869,210,0,7820,0,617,-93.652054,1869
2,1970,864,0,1,8120,0,463,-93.62554200000001,673
2,1885,777,0,1,11340,1044,560,-93.608752,777
2,1980,561,154,0,1612,668,462,-93.64574300000001,561
1,1930,816,0,1,5890,0,432,-93.625288,278
2,1976,1426,280,0,16280,0,550,-93.658315,0
2,1993,1199,0,1,7892,0,530,-93.686278,899
2,1924,1145,0,1,6911,0,440,-93.624689,740
2,1961,1453,0,0,10573,0,530,-93.617963,141
3,1957,1617,0,0,11765,0,963,-93.61926209999999,490
0,1954,0,0,0,8335,0,0,-93.6627359,0
2,1965,1214,0,1,9170,0,461,-93.6783521,420
1,1946,560,0,1,4280,0,220,-93.659205,560
3,2006,982,240,1,9605,995,574,-93.643748,982
2,2000,1349,120,1,8450,0,539,-93.688804,1349
1,1915,728,0,1,6000,728,308,-93.617106,728
2,2006,1335,0,1,9000,0,575,-93.65042,1335
3,2006,1298,0,1,10732,530,876,-93.650406,1298
3,2007,2320,192,0,17169,0,1174,-93.657235,636
2,1966,1093,224,0,10738,0,484,-93.63167299999999,301
2,1929,672,0,0,5700,672,456,-93.62416490000001,336
0,1971,796,129,1,6723,0,0,-93.602559,0
2,1971,1078,0,0,12537,0,500,-93.626537,344
2,1975,864,140,1,14330,0,440,-93.6844,180
1,1946,484,0,1,17808,0,336,-93.671511,484
2,1972,732,148,0,10400,778,484,-93.630258,485
2,1997,926,0,0,10839,678,470,-93.639151,926
2,1967,1620,0,0,15387,0,578,-93.63177900000001,723
3,2004,1780,144,0,14828,0,816,-93.655461,397
2,1975,1176,40,0,11050,0,506,-93.630253,540
2,2005,734,0,1,7023,674,489,-93.67318,123
0,1945,686,58,1,3880,0,0,-93.60826309999999,357
3,2005,1868,326,0,11443,0,880,-93.64898000000001,408
1,1968,952,0,1,8300,0,288,-93.610561,0
2,1915,1138,0,0,10320,1042,720,-93.6274918,763
1,1956,1104,0,1,10425,0,384,-93.613383,330
2,1920,611,0,1,6155,611,502,-93.62459100000001,611
2,1936,560,256,1,7200,560,576,-93.6459433,0
2,2007,1184,208,0,9000,1426,550,-93.647933,1120
1,1930,531,0,0,4000,531,216,-93.644544,285
2,1958,1632,0,0,50102,0,518,-93.651077,723
2,2003,1374,143,0,3196,0,420,-93.64194599999999,1374
2,1920,648,0,1,4400,384,440,-93.614615,648
2,1948,924,0,1,12000,0,528,-93.60887,172
2,1963,1395,657,0,9760,0,440,-93.604835,415
3,1995,1342,307,0,10019,1368,725,-93.653915,815
1,1926,894,0,1,7000,0,195,-93.62840899999999,555
3,2003,2452,0,0,15274,0,886,-93.65486,480
2,2003,1405,148,0,3136,0,478,-93.65061700000001,1405
1,1957,1244,0,0,11988,0,336,-93.613046,467
3,2004,1052,120,0,11631,1321,632,-93.644213,1052
2,2006,738,100,1,9073,754,440,-93.644306,738
2,1930,768,0,1,6291,0,440,-93.6259506,768
2,1997,824,0,1,9337,881,684,-93.69063299999999,176
1,1924,617,0,1,7000,445,398,-93.61687009999999,0
2,2009,612,0,1,3000,612,528,-93.646338,318
2,1953,105,196,1,8892,0,414,-93.60821899999999,105
3,2004,1136,184,0,12099,1332,872,-93.65653890000002,166
2,1954,1385,81,0,39104,0,439,-93.666066,96
2,1995,1595,237,0,5389,0,608,-93.632852,415
2,1994,973,168,0,29959,871,467,-93.65082199999999,378
2,1937,698,210,1,6000,390,624,-93.624567,698
1,1956,1509,158,0,9571,0,322,-93.667534,639
1,1996,1097,306,1,16561,0,242,-93.692696,548
2,2005,1208,105,1,7488,0,632,-93.68981600000001,815
2,1978,1392,0,0,16692,1392,564,-93.637387,133
1,1936,830,0,1,5220,0,180,-93.655885,830
2,1992,1095,0,0,13346,1129,590,-93.650474,367
2,1923,833,0,0,13053,795,370,-93.62700000000001,833
2,1990,1216,0,1,11170,1216,693,-93.64617199999999,0
1,1967,624,0,0,6000,564,288,-93.6258429,367
2,1986,676,0,1,10274,702,465,-93.685037,345
2,1999,831,0,0,8390,778,450,-93.640959,831
1,1930,741,0,1,6120,583,180,-93.622415,741
2,2007,874,144,1,10207,887,578,-93.64397,874
2,1973,1656,0,1,9246,0,506,-93.6304229,1656
2,1981,1422,276,0,12090,0,576,-93.637825,606
2,2006,1573,123,0,5568,0,495,-93.615697,0
0,1971,864,0,0,10500,0,0,-93.62276899999999,432
1,1940,720,0,1,6000,330,240,-93.627459,720
3,2005,1090,148,0,13975,1089,670,-93.656864,1090
2,2006,352,100,1,9802,730,400,-93.649198,352
3,2005,2077,192,0,20896,0,1134,-93.64178000000001,356
0,1910,801,80,1,10134,646,0,-93.615381,801
2,1988,1392,0,0,11457,0,576,-93.646455,387
1,1984,876,362,1,6951,0,264,-93.604761,218
3,2003,1317,192,0,14277,1168,818,-93.65699000000001,379
1,1982,845,0,1,6600,0,264,-93.603886,207
1,1910,396,0,1,7518,665,390,-93.626631,396
1,1935,884,0,1,6120,584,240,-93.623644,884
3,2007,1726,171,0,9416,0,786,-93.643836,600
2,2008,1145,0,0,4217,0,641,-93.646916,183
2,2003,1553,192,1,8736,0,588,-93.641501,422
3,2002,1712,218,0,16770,0,701,-93.65440500000001,516
2,1939,989,0,0,6240,764,400,-93.62148499999999,449
2,1912,451,40,1,10320,0,576,-93.62481899999999,451
3,1996,1379,239,0,11787,1015,834,-93.655905,660
2,2003,746,178,0,6931,896,397,-93.67240799999999,746
1,1921,651,216,0,6821,539,240,-93.64672,538
3,2002,1922,201,0,11305,0,692,-93.64689399999999,593
2,1998,880,120,1,8924,844,527,-93.68899499999999,880
1,1900,554,38,1,5870,554,200,-93.625589,554
1,1913,440,0,0,4280,0,352,-93.64475999999999,75
1,1945,735,0,0,8741,689,220,-93.66484100000001,641
2,1997,384,0,0,8872,630,390,-93.637189,384
2,1976,1228,407,0,8991,0,585,-93.63375699999999,0
2,1975,675,48,0,10530,766,485,-93.632369,127
2,1954,954,0,0,16012,0,609,-93.66199499999999,263
2,1964,845,0,0,8800,1309,539,-93.626864,431
3,1999,1004,224,0,9066,848,660,-93.68439599999999,336
2,1976,1193,0,0,11361,0,478,-93.633905,549
1,1920,816,121,1,9800,0,429,-93.6790694,816
1,1956,1150,0,0,11767,0,313,-93.66433599999999,604
1,1958,988,0,1,13587,0,264,-93.61721999999999,456
1,1925,756,0,0,6854,144,308,-93.62818730000001,212
3,2005,1728,172,0,13618,0,714,-93.64789,378
0,1949,720,0,1,10800,472,0,-93.61050300000001,720
1,1951,884,0,1,15428,0,270,-93.615474,143
1,1930,687,0,0,3600,671,336,-93.615578,371
2,1970,1657,0,0,12155,0,484,-93.610875,420
2,2002,1128,0,0,11250,1141,779,-93.686644,1128
3,2008,2042,0,0,12704,0,1390,-93.65414399999999,2042
1,1965,828,421,1,7800,0,300,-93.681407,187
2,2006,1546,132,0,8298,0,502,-93.65056899999999,963
2,2005,1074,0,0,13128,990,527,-93.635935,1074
2,1925,680,0,1,5232,0,504,-93.619415,680
2,2001,963,0,0,12435,829,564,-93.68910100000001,602
1,1925,816,168,1,11672,0,210,-93.62576999999999,816
3,2009,774,0,0,12003,1194,680,-93.64947099999999,774
3,2008,3094,0,0,15431,0,672,-93.65782800000001,788
1,1950,932,0,0,8280,0,306,-93.622804,932
2,1960,1065,74,1,8892,0,461,-93.624606,1065
1,1984,744,353,1,7175,0,264,-93.68626400000001,0
2,1993,1148,235,0,10530,984,473,-93.63687,329
3,2004,1782,99,0,16870,0,932,-93.658854,251
2,1974,970,193,0,8410,0,528,-93.60177900000001,46
1,1942,672,0,1,4484,504,240,-93.655924,187
1,1950,856,0,1,9600,556,271,-93.622644,736
2,1994,1602,424,0,9938,0,534,-93.682029,331
2,2007,1419,140,0,8089,0,567,-93.630074,474
2,2005,784,144,1,9316,812,610,-93.688929,784
1,1952,1008,0,1,12778,0,280,-93.617225,350
2,1917,735,0,0,9600,924,396,-93.616885,416
2,2006,616,0,0,8499,796,432,-93.644375,616
1,1953,1036,120,1,7584,0,312,-93.620487,505
1,1935,0,0,0,8250,0,260,-93.66003959999999,0
2,1970,864,96,1,6960,0,660,-93.62565699999999,250
2,1998,926,360,0,9978,678,470,-93.638925,324
1,1963,1380,0,1,10143,0,364,-93.60765500000001,996
2,1963,925,203,1,8638,0,484,-93.672411,744
1,1937,348,0,1,4882,453,231,-93.628236,228
3,1997,1838,160,1,10126,0,721,-93.68030999999999,83
2,1998,1237,0,1,4500,0,405,-93.608195,36
3,1915,672,216,1,10410,520,936,-93.614049,672
2,1975,969,0,1,10356,0,440,-93.684354,253
3,2008,1722,382,0,13478,568,842,-93.658224,384
2,1999,729,0,0,3230,729,440,-93.64409599999999,310
2,1999,1405,203,0,5858,0,511,-93.62437299999999,354
1,1979,918,28,0,7892,0,264,-93.686263,918
2,1974,1389,240,0,10010,0,418,-93.60019,195
1,1926,818,0,1,3950,406,210,-93.6179738,350
2,1948,1559,0,1,8100,0,812,-93.6094532,1221
1,1960,1144,0,0,9100,0,336,-93.61169699999999,1144
2,2001,1338,0,1,4920,0,582,-93.633792,722
3,2007,1934,268,0,13641,713,1040,-93.6566568,630
1,1919,818,0,0,9399,818,288,-93.64644,818
2,1974,1084,0,0,8000,793,488,-93.632191,0
2,1966,1164,160,0,11777,0,564,-93.67451700000001,285
2,1992,761,0,1,7153,793,484,-93.68782,374
2,1890,1088,48,1,8820,561,456,-93.608704,0
2,1940,720,0,1,7000,495,720,-93.6295,345
0,1970,546,200,1,1476,546,0,-93.603435,370
3,2006,2153,414,0,13693,574,694,-93.657444,2153
0,1935,270,0,1,4130,0,0,-93.62935999999999,270
1,1951,1091,66,0,7801,0,344,-93.63946700000001,591
2,1996,1117,180,0,9920,886,455,-93.655159,255
1,1977,1268,173,1,9286,0,252,-93.684954,1072
1,1955,972,0,1,10895,0,305,-93.617092,324
2,1950,1067,290,1,9600,0,436,-93.668378,625
2,1952,0,0,1,14584,0,487,-93.625217,0
2,2005,1752,196,0,7658,0,576,-93.65412099999999,1296
2,2004,1710,100,0,12118,0,550,-93.607055,1710
2,1999,384,0,0,7848,656,410,-93.640879,384
2,1992,828,100,0,7669,0,698,-93.602777,0
2,1961,1109,192,1,11782,0,576,-93.67366899999999,210
3,2006,1656,0,1,11096,0,826,-93.643974,1632
2,1977,1196,238,0,10125,0,473,-93.604548,276
1,1939,739,0,0,6000,468,240,-93.621532,475
1,1940,680,0,0,6960,504,224,-93.660691,422
2,1972,1138,0,1,10012,0,588,-93.67144300000001,38
2,2005,1367,0,0,12304,0,484,-93.649744,1347
2,1964,1624,168,1,36500,0,390,-93.681349,812
2,2004,970,0,1,2522,739,380,-93.670039,970
1,1941,824,0,1,6191,464,240,-93.64702700000001,440
2,2001,810,0,1,8400,855,528,-93.631899,167
3,2007,1689,0,1,9849,0,954,-93.64248,1689
1,1940,983,245,1,12508,767,423,-93.60829100000001,323
1,1963,864,0,1,6360,0,276,-93.672503,375
2,2006,1330,0,0,8334,0,437,-93.684285,1330
2,2002,840,0,1,8749,885,550,-93.68674399999999,840
2,1993,996,370,1,9453,730,457,-93.68628000000001,594
1,1925,768,0,0,7006,448,384,-93.6295,647
1,1920,458,0,1,10625,0,366,-93.662762,350
2,2004,1594,128,0,3842,0,525,-93.616242,30
1,1920,649,0,1,8500,668,250,-93.616848,649
2,1975,1533,200,0,70761,0,576,-93.683877,878
2,1981,1226,133,0,3782,0,484,-93.64935799999999,266
2,2006,1326,100,1,11660,0,427,-93.644627,1326
0,1920,901,0,1,5586,110,0,-93.621921,901
2,2006,1460,0,0,10037,0,480,-93.643788,794
2,2005,600,0,1,2544,623,480,-93.644891,600
1,1922,700,0,0,11600,0,252,-93.643443,700
2,1995,1070,296,0,9085,967,647,-93.651503,254
2,2000,959,0,0,10852,712,472,-93.64135999999999,173
1,1972,483,0,0,1680,504,288,-93.62951600000001,483
2,1997,945,252,0,10179,663,470,-93.639388,98
2,2005,768,0,1,9045,768,400,-93.68373199999999,768
2,2002,1348,68,0,11088,0,418,-93.68550400000001,476
2,1993,740,234,0,9317,769,425,-93.681063,227
2,1957,1073,0,1,6565,0,720,-93.6150637,106
3,1946,904,0,0,9000,595,869,-93.607771,459
2,2001,1337,136,0,4113,0,511,-93.624798,1337
1,1956,1240,0,0,14175,0,323,-93.664037,332
2,1997,802,95,0,11207,709,413,-93.63637299999999,88
3,2010,1642,160,0,12853,0,852,-93.641253,610
1,1962,1135,0,1,9510,0,264,-93.61027800000001,434
3,2007,1373,143,0,3684,0,660,-93.641561,1373
2,1945,0,0,1,9000,0,460,-93.659355,0
2,2005,1561,203,0,7313,0,556,-93.652565,408
2,1923,1324,0,0,21384,504,528,-93.6289369,15
0,1922,1040,0,1,3000,1040,0,-93.621633,1040
2,1965,744,0,0,8970,1315,549,-93.627985,356
2,1960,1224,474,0,20000,0,576,-93.606842,0
3,2005,2458,70,0,11128,0,795,-93.641296,300
3,1998,1629,23,0,17433,830,962,-93.652334,1629
2,1958,864,0,1,9100,0,624,-93.623564,169
2,1980,1686,384,0,10240,0,612,-93.636044,0
2,2002,840,138,0,8010,880,400,-93.641416,840
2,2005,1362,192,0,6289,0,460,-93.649798,600
2,1961,1313,355,0,10800,0,418,-93.60650799999999,400
2,1994,2062,168,1,13108,608,618,-93.63160400000001,2062
2,1980,1056,264,1,6979,0,576,-93.6116762,0
2,2005,1132,252,1,7024,0,451,-93.67325100000001,108
1,1972,546,0,1,1484,546,253,-93.603524,294
3,2003,1406,143,0,3621,0,630,-93.640513,322
2,1964,720,0,0,9350,720,480,-93.6282949,360
2,1910,616,280,1,4571,616,480,-93.61829399999999,448
2,2004,789,0,0,9024,702,393,-93.642641,789
1,1925,702,0,1,9600,630,250,-93.61706099999999,702
2,1980,2002,180,0,12000,0,546,-93.645798,270
2,2004,1580,159,0,11143,886,610,-93.639574,1580
0,1920,600,0,1,7627,600,0,-93.6200683,600
3,2000,1145,192,0,14260,1053,836,-93.653324,490
2,1997,1664,0,0,6264,0,528,-93.633781,1008
2,1964,1486,0,1,9937,0,480,-93.67740699999999,849
2,2000,1058,0,0,7500,816,588,-93.63923079999999,1058
2,1974,855,260,0,2308,467,440,-93.625918,103
2,1978,960,131,0,7176,0,616,-93.67264499999999,166
3,2004,1512,210,1,10141,0,845,-93.691506,222
1,1900,709,84,0,4800,687,240,-93.617014,661
1,1948,912,192,0,17503,546,330,-93.620341,912
2,1879,819,0,0,13500,1142,576,-93.612061,819
3,2003,1415,156,0,3940,0,644,-93.640176,342
2,1921,612,183,1,9842,1611,621,-93.646748,612
2,1966,924,105,0,14200,941,487,-93.615629,479
3,1998,1389,286,0,11002,1171,758,-93.652777,341
2,1992,1168,0,1,9556,0,420,-93.63784799999999,1168
2,1992,624,150,1,10429,663,440,-93.606925,294
3,1880,1470,302,0,18386,1818,870,-93.6077128,1470
2,1977,923,201,0,9129,0,678,-93.604644,0
1,1950,910,289,1,13710,648,282,-93.626689,490
1,1959,876,0,1,6410,0,320,-93.666315,301
1,1920,793,0,0,7588,901,216,-93.6447118,441
1,1942,835,0,0,6360,498,240,-93.62352299999999,316
2,1915,832,0,1,7822,492,528,-93.659182,832
2,2004,1488,168,0,4835,0,506,-93.647988,190
1,1954,825,0,1,7200,0,350,-93.607801,825
3,2005,1616,208,1,8688,0,834,-93.643635,1616
2,2006,1352,0,0,3606,0,466,-93.646637,415
2,2005,547,0,1,3675,0,525,-93.669952,0
2,2003,530,0,1,4447,550,496,-93.645478,530
1,1924,872,0,0,17529,0,322,-93.66708100000001,872
2,1980,728,133,0,4420,0,484,-93.649361,0
2,1999,1341,240,0,17227,0,482,-93.679505,426
0,1923,859,174,1,9060,886,0,-93.62826,311
2,2000,928,192,1,12192,895,626,-93.688958,265
2,1961,964,170,0,8243,0,784,-93.621452,264
1,1971,858,0,1,7340,0,684,-93.62805,536
2,2005,1364,192,0,7052,0,484,-93.649714,705
2,2004,848,100,0,9171,750,433,-93.644094,848
2,2006,939,144,1,9245,858,639,-93.68413699999999,939
0,1902,1020,0,1,5852,886,0,-93.62170970000001,851
1,2004,1073,0,1,5500,0,246,-93.65578599999999,190
2,1968,900,0,1,8640,886,530,-93.626097,56
0,1947,0,0,1,6240,240,0,-93.62348100000001,0
2,2005,1326,120,1,12216,0,388,-93.6443,408
2,1970,960,0,1,9873,0,576,-93.625436,171
2,1920,768,0,1,8850,624,576,-93.625435,768
3,2009,1226,0,1,10402,0,740,-93.69245,1226
2,1995,1587,52,1,8013,0,528,-93.633024,846
0,1965,0,0,1,9825,0,0,-93.677553,0
2,1980,516,180,0,1782,516,462,-93.64574300000001,186
1,1948,816,414,1,8064,408,280,-93.61061,161
3,1994,1290,200,0,10236,1189,803,-93.655704,742
2,1969,938,0,0,21453,0,540,-93.68209499999999,0
2,1990,1188,168,1,9947,0,497,-93.602356,577
3,2005,1838,161,0,11577,0,682,-93.647474,383
2,1922,738,0,1,10560,602,624,-93.607088,455
1,1969,864,287,1,10544,615,275,-93.599791,388
2,1955,864,196,1,8172,0,528,-93.663455,182
2,2004,770,0,1,8320,812,520,-93.684397,280
2,1997,878,0,0,9337,800,513,-93.69054200000001,525
2,1936,528,306,1,6240,492,624,-93.623483,252
1,1959,1248,150,1,9840,0,480,-93.617544,195
2,2008,1498,0,0,14587,0,592,-93.642092,1498
1,1957,992,0,1,8712,0,756,-93.609226,132
2,1925,1151,0,1,10284,436,580,-93.61553599999999,55
1,1928,1042,0,0,6240,534,225,-93.621484,1042
3,2004,1117,113,0,13418,1320,691,-93.657149,1117
2,1967,0,0,1,10791,0,516,-93.671213,0
3,2005,1158,240,0,14215,1218,853,-93.65711800000001,1158
2,2002,972,225,0,8470,839,565,-93.63936600000001,471
1,1973,526,120,1,1974,462,297,-93.603601,25
3,1990,1673,367,0,12376,1523,594,-93.68329,203
2,1941,984,0,1,10998,620,660,-93.655674,156
3,2005,1570,176,1,11645,0,754,-93.689084,448
1,1973,483,52,1,1680,504,264,-93.62897099999999,25
1,1973,546,120,1,1974,546,286,-93.60359,212
2,2002,1573,0,1,9808,0,544,-93.691175,785
1,1947,1046,0,1,9488,0,240,-93.658159,1046
3,1998,1044,210,0,9660,897,885,-93.654519,253
2,1973,1242,0,0,9600,0,528,-93.631302,326
2,1979,1094,120,0,7040,0,672,-93.67914559999998,0
0,1971,912,128,1,9400,912,0,-93.60762199999999,912
0,1956,882,0,1,5500,0,0,-93.61330090000001,882
2,2003,847,100,0,12394,886,433,-93.63988,847
2,1900,978,0,1,10615,685,420,-93.62008,538
0,1907,707,0,1,6449,942,0,-93.657573,634
2,2001,1267,256,1,6718,0,471,-93.64679100000001,1017
2,1954,1367,0,0,11310,0,451,-93.618593,1367
2,2009,1502,0,1,9541,0,644,-93.643771,1502
3,2008,2216,0,0,17423,0,1166,-93.627751,312
1,1952,732,0,1,7200,0,240,-93.607814,0
2,2004,600,0,1,2544,600,480,-93.644889,190
3,2008,1720,208,0,10816,0,846,-93.689091,616
2,1988,1461,224,0,10200,0,600,-93.64426999999999,678
1,1976,536,182,1,2592,576,336,-93.604425,175
2,1930,697,0,0,14210,697,365,-93.640612,697
3,1910,741,0,1,9720,741,640,-93.607058,741
2,1954,967,81,0,11375,0,494,-93.66198299999999,231
3,2002,1569,262,1,11664,0,1231,-93.68781899999999,335
0,2005,1131,0,1,13072,0,0,-93.691787,1131
2,2004,840,0,1,3515,840,588,-93.64614,840
2,1981,1440,0,0,12546,0,467,-93.637875,762
2,1930,960,248,0,7804,960,480,-93.648411,0
1,1954,1008,0,0,11425,0,275,-93.622649,522
2,2005,784,100,1,7632,754,449,-93.691247,784
2,1977,0,0,1,10125,432,539,-93.604519,0
3,1976,1012,0,1,12328,0,888,-93.600797,473
2,1996,870,71,1,11105,0,580,-93.69188,0
2,1975,855,173,0,2280,601,440,-93.625924,341
2,1957,1392,0,0,11341,0,528,-93.672381,90
0,1923,440,0,1,5900,0,0,-93.62918499999999,440
3,2002,870,0,0,12891,1126,644,-93.642932,219
2,1965,1625,0,1,9750,0,484,-93.63245490000001,1625
2,2000,782,0,1,8998,870,532,-93.690276,255
2,1960,1179,0,1,8240,0,622,-93.671453,1179
1,1918,816,0,1,10267,0,275,-93.625623,0
2,1994,915,144,0,8750,975,493,-93.67994,273
