Sale_Price,Garage_Cars,Year_Built,Total_Bsmt_SF,Wood_Deck_SF,No_Fireplace,Lot_Area,Second_Flr_SF,Garage_Area,Longitude,Bsmt_Unf_SF
196000,2,2005,1306,170,0,5381,0,624,-93.649743,406
184500,2,2005,1306,170,0,5122,0,624,-93.649723,425
212500,2,2007,1350,192,0,10307,0,484,-93.650258,474
230000,2,2007,1314,172,0,5001,0,626,-93.650244,410
552000,3,2004,2492,226,0,14836,0,949,-93.65548299999999,346
382500,3,2003,2200,208,0,15262,0,685,-93.6552449,643
320000,2,2008,1884,231,0,7390,0,649,-93.65420400000001,1084
248500,2,2008,1451,192,0,6472,0,539,-93.65421500000001,1451
286500,3,2002,1712,218,0,16770,0,701,-93.65440500000001,516
254000,2,2006,1324,192,0,6240,0,550,-93.6514849,461
173000,2,2003,1405,148,0,3480,0,478,-93.651014,1405
173000,2,2003,764,0,1,2268,862,474,-93.650238,197
184000,2,2005,728,100,0,10928,728,390,-93.645752,728
167800,2,2005,745,36,0,8918,745,392,-93.64466,745
174000,2,2005,742,36,0,12589,742,390,-93.64445699999999,742
174000,2,2005,684,100,0,11911,876,400,-93.645627,684
174000,3,2007,1373,143,0,3684,0,660,-93.641561,1373
175900,3,2007,1386,143,0,3635,0,660,-93.641515,398
192500,2,2005,1373,143,0,3182,0,430,-93.642094,1357
181000,2,2005,1346,156,0,3182,0,457,-93.642597,1330
180000,2,2005,1220,100,0,3182,0,397,-93.642911,1204
160200,2,2005,1145,100,0,3182,0,397,-93.642914,1129
188500,2,2004,716,100,0,7795,716,432,-93.642749,291
200000,2,2002,1010,120,0,8068,1257,390,-93.643312,1010
170000,2,2004,384,100,0,9434,630,400,-93.64410600000001,384
189500,2,2004,868,120,0,7984,762,436,-93.641772,868
184100,2,2002,408,120,0,7750,640,527,-93.641488,55
195500,2,2004,846,300,0,10125,748,434,-93.642626,846
192000,2,2003,782,0,0,8965,683,400,-93.640051,130
178000,2,2003,698,100,0,8174,644,393,-93.640065,204
207500,2,2007,1314,172,0,5063,0,626,-93.649649,410
236000,2,2000,952,224,0,8795,1276,554,-93.642813,652
257500,3,2002,870,0,0,12891,1126,644,-93.642932,219
244000,2,2000,992,24,0,12224,1032,390,-93.641919,297
167000,2,2004,384,0,1,9734,630,400,-93.644251,30
179000,2,2000,982,100,0,8123,793,463,-93.641377,982
190000,2,2000,794,0,0,8433,695,394,-93.641313,111
156000,2,1999,384,0,0,7750,656,400,-93.64130300000001,384
245000,3,1999,1177,298,0,15896,1089,658,-93.641367,264
181000,2,1999,841,0,0,24682,783,502,-93.641397,841
214000,2,1999,992,0,0,8755,1038,390,-93.641312,220
168000,2,1999,384,0,0,7848,656,410,-93.640879,384
337000,3,1999,1252,0,0,9430,1097,856,-93.65429,89
403000,3,1995,1462,0,0,15138,1304,810,-93.657163,773
327000,3,2000,1455,252,0,12720,1221,810,-93.65095699999999,282
340000,3,1998,1284,0,0,16545,1140,1069,-93.652608,503
336000,3,1998,1225,250,0,12203,1336,676,-93.65238000000001,371
265000,3,1996,1264,220,0,10208,1067,889,-93.655555,1264
315000,3,1994,2024,182,0,10750,0,815,-93.655988,262
260000,3,1993,1347,340,0,9900,1274,656,-93.654048,360
260000,2,1995,1070,296,0,9085,967,647,-93.651503,254
263550,2,1993,1173,173,0,11692,1017,623,-93.652117,549
402000,3,1994,1629,517,0,46589,762,711,-93.650529,88
248000,2,1994,973,168,0,29959,871,467,-93.65082199999999,378
244600,3,2008,1468,210,0,9612,0,898,-93.644121,1468
275000,3,2008,1696,120,1,11194,0,972,-93.64246999999999,1696
257500,3,2008,1614,144,0,10206,0,726,-93.642553,1614
287090,3,2008,1573,0,0,9262,0,840,-93.64394399999999,1573
275500,3,2007,1702,0,0,10130,0,844,-93.642579,408
245000,2,2006,1422,297,0,9139,0,492,-93.64236,1043
253000,2,2005,1113,0,0,9675,858,689,-93.641251,772
468000,3,2005,2458,70,0,11128,0,795,-93.641296,300
252678,2,2009,900,168,0,8640,920,644,-93.65032099999999,78
210000,2,2008,768,0,1,9000,804,676,-93.6504,768
208300,2,2009,1218,0,1,7862,0,676,-93.65044,1191
225000,2,2008,1436,0,1,7993,0,529,-93.650417,1436
229456,2,2009,1300,135,1,8640,0,552,-93.650377,364
229800,2,2008,1402,205,1,8640,0,625,-93.650338,1402
250000,3,2007,1530,212,0,12606,0,984,-93.648275,1530
370878,3,2009,1766,195,0,9187,0,478,-93.648809,645
238500,2,2006,1372,0,0,7500,0,692,-93.64877800000001,1348
310000,3,2008,1017,168,0,11003,981,812,-93.643001,252
270000,3,2006,900,168,0,10603,886,782,-93.64287,218
252000,3,2005,1082,160,0,10574,871,1043,-93.643842,1082
241000,2,2006,1092,0,1,8125,438,438,-93.64247399999999,280
264500,2,2008,1836,0,0,8125,0,517,-93.643752,1836
291000,3,2006,1652,168,0,10625,0,711,-93.640847,222
263000,2,2003,912,182,0,9375,1182,615,-93.641746,912
185000,2,2004,1221,0,1,7500,0,400,-93.64313100000001,811
234500,2,2003,1553,192,1,8736,0,588,-93.641501,422
209000,2,2003,812,0,1,8127,841,628,-93.639832,402
159000,2,2007,1218,0,1,9605,0,576,-93.69153,1218
152000,2,2006,1141,182,1,7500,0,484,-93.692017,1087
143500,0,2004,1158,0,1,7500,0,0,-93.692472,1158
193000,2,2004,835,146,1,10628,941,478,-93.69143000000001,835
203000,3,2004,1512,210,1,10141,0,845,-93.691506,222
184900,2,2003,1176,0,1,10083,0,555,-93.691707,343
159000,2,2004,1114,248,1,13072,0,576,-93.691868,1114
142000,0,2004,1114,0,1,13072,0,0,-93.691068,1114
153000,2,2003,1114,0,1,12450,0,576,-93.690159,278
224243,3,2008,1450,0,1,7328,0,788,-93.690402,1450
220000,2,1996,913,0,0,11492,1209,559,-93.689136,276
257000,2,2005,1844,165,0,10994,0,620,-93.69139,868
189000,2,2001,1454,290,0,8529,0,527,-93.6888,1434
171500,2,1992,816,0,1,7703,897,528,-93.687843,400
120000,1,1980,626,0,0,10762,591,288,-93.686263,626
145000,2,1990,1332,0,1,7175,0,542,-93.686267,1332
184000,2,1994,754,140,1,9109,786,495,-93.687804,122
162000,2,1986,676,0,1,10274,702,465,-93.685037,345
160000,2,1981,0,0,0,8250,918,612,-93.68395699999999,0
82000,1,1950,721,250,1,8400,0,294,-93.6790752,721
76000,2,1928,784,0,1,9000,0,360,-93.680198,784
110000,2,1962,980,0,1,9750,0,400,-93.676364,28
135000,2,1977,980,192,1,7064,0,484,-93.677008,420
141000,2,1961,864,0,1,8499,0,732,-93.674051,204
122000,1,1961,864,158,1,9079,0,440,-93.67571600000001,0
124100,1,1965,1024,171,1,9316,0,288,-93.669554,480
129000,1,1963,912,0,1,7791,0,300,-93.669538,288
131400,1,1961,864,165,0,10000,0,264,-93.673518,270
62383,1,1965,864,0,0,8281,0,360,-93.66970699999999,0
123000,1,1962,912,0,1,7150,0,252,-93.669845,182
275000,3,1980,2014,462,0,15676,0,864,-93.660327,189
235000,2,1991,975,502,0,11949,780,524,-93.65033299999999,158
280750,3,2004,1376,0,0,2880,1629,704,-93.647765,1376
164500,2,2009,612,0,1,3951,612,528,-93.646316,612
173733,2,2009,612,0,1,3000,612,528,-93.646338,318
222000,2,2008,1726,0,0,3830,0,561,-93.647039,1726
195000,2,2008,1145,0,0,4217,0,641,-93.646916,183
172500,2,1999,729,0,1,3230,729,440,-93.644205,348
180000,2,2000,756,0,1,2998,756,440,-93.64565999999999,249
156000,2,1999,691,0,1,3768,739,506,-93.645482,142
172500,2,1999,970,115,1,2645,756,480,-93.641799,321
318750,2,1977,1694,501,0,14694,0,642,-93.645923,306
211500,2,1981,1226,133,0,3782,0,484,-93.64935799999999,266
241600,2,1981,1740,228,1,15417,0,540,-93.648057,1619
180500,2,1976,392,0,0,9600,1012,527,-93.645546,392
150000,2,1976,1281,120,0,9991,0,490,-93.65921,165
154000,2,1968,727,0,1,11700,727,441,-93.63534200000001,429
185000,2,1970,1442,371,0,11717,0,615,-93.63463399999999,1442
185750,2,1968,1489,0,0,9156,0,462,-93.634803,1489
200000,2,1973,1107,235,0,10382,983,484,-93.631971,216
206000,2,1974,752,297,0,12732,782,784,-93.631881,150
162000,2,1972,723,294,0,12936,660,497,-93.631519,130
256900,2,1967,932,0,0,10400,1369,515,-93.633163,932
197900,2,1967,1680,0,0,17871,0,480,-93.631851,1152
163000,2,1969,1288,312,0,9600,0,502,-93.632537,588
113000,1,1969,1216,0,1,9000,0,336,-93.632823,261
230000,2,1977,908,321,0,13774,972,520,-93.637964,476
167900,2,1977,1350,0,0,9650,0,630,-93.637905,664
213250,2,1998,1650,78,0,10140,0,583,-93.63264699999999,379
227000,2,2001,810,0,1,8400,855,528,-93.631899,167
130000,1,1967,864,0,1,7130,0,312,-93.62890300000001,216
143000,2,1967,1568,160,1,9600,0,440,-93.62704699999999,1568
117500,1,1965,925,0,1,9100,0,429,-93.624612,121
168500,2,1974,1165,0,0,9600,896,498,-93.630714,467
172500,2,1971,1232,0,0,16500,0,495,-93.627416,270
161500,2,1967,1372,0,0,9790,0,457,-93.625775,491
141500,2,1960,894,0,0,7436,0,396,-93.622991,160
118000,1,1959,864,0,1,8125,0,308,-93.622465,461
127500,1,1959,864,0,1,9100,0,300,-93.623485,252
140000,3,1957,1040,0,0,9450,0,768,-93.622635,265
177625,2,1956,1048,0,0,13495,0,576,-93.622476,222
110000,3,1958,1584,0,1,11475,0,888,-93.623411,1584
167000,2,1964,1516,0,1,10004,0,472,-93.62941500000001,975
153000,2,1961,1313,172,0,9350,0,610,-93.628658,491
145100,2,1964,1292,0,0,10500,0,520,-93.6273127,294
154000,2,1966,1154,0,0,11000,0,480,-93.627836,184
177500,2,1965,744,0,0,8970,1315,549,-93.627985,356
158000,2,1964,1127,180,0,12095,0,645,-93.626979,563
124500,1,1959,1041,224,1,9600,0,270,-93.624581,50
174500,2,1961,1208,85,0,11475,0,368,-93.622685,640
122000,1,1955,960,0,1,9768,0,330,-93.62169899999999,613
82500,0,1940,420,164,1,5330,0,0,-93.629499,140
110000,1,1950,709,0,0,7015,224,352,-93.62919000000001,524
149500,2,1953,1505,0,0,12160,0,505,-93.625633,481
175000,2,1967,1680,0,1,9900,0,550,-93.62568,507
167000,2,1953,1416,110,0,9600,0,418,-93.623705,131
128900,1,1956,1050,0,1,9600,0,338,-93.624612,546
140000,1,1950,856,0,1,9600,556,271,-93.622644,736
147000,1,1950,1113,0,0,9600,0,264,-93.62249399999999,506
124000,3,1967,1584,0,1,8944,0,792,-93.61967299999999,1584
187500,2,1961,1453,0,0,10573,0,530,-93.617963,141
159000,2,1963,1394,0,0,9500,0,514,-93.615686,785
256000,2,1966,1562,0,0,14695,0,542,-93.615602,175
205000,2,1965,768,0,0,13600,800,486,-93.615558,314
193500,1,1968,896,0,0,13000,960,509,-93.61461899999999,448
110000,2,1968,1392,0,0,13560,0,576,-93.614216,1392
104900,1,1920,715,55,0,12513,457,368,-93.619029,715
150000,1,1956,1169,257,1,8760,0,286,-93.61878399999999,313
156500,2,1957,1478,114,0,8400,0,442,-93.61864,628
176000,2,1960,1329,0,0,12285,0,441,-93.61488,785
149500,1,1959,988,156,1,9240,0,297,-93.616434,280
139000,1,1958,1240,289,0,9600,0,338,-93.614751,0
155000,1,1958,1215,0,1,12400,0,297,-93.614059,630
120000,1,1956,1202,0,1,8750,0,304,-93.61476800000001,565
153000,1,1955,1382,280,1,8750,0,350,-93.61588,727
144000,1,1956,1200,0,0,10400,0,294,-93.61454300000001,295
176000,2,1962,1362,0,0,19296,0,884,-93.620016,0
153000,2,1954,1297,0,0,8532,0,498,-93.618478,84
135000,2,1958,1866,0,1,9482,0,495,-93.6165473,1866
131000,1,1954,1062,0,1,8128,0,297,-93.618549,572
123000,1,1953,608,66,1,10634,0,270,-93.6190376,0
126000,2,1951,631,0,1,13070,0,480,-93.61721899999999,323
115000,2,1955,1005,0,0,10434,0,672,-93.6124,1005
164900,1,1951,1008,324,0,14559,0,288,-93.617207,178
113000,1,1945,793,0,1,8480,0,240,-93.6167912,93
145500,1,1952,1031,0,1,7626,0,230,-93.618605,100
102900,1,1953,0,208,1,9533,0,616,-93.618607,0
95000,2,1900,978,0,1,10615,685,420,-93.62008,538
152500,2,1948,699,0,0,11419,726,410,-93.620336,0
129900,1,1950,1200,126,1,9600,0,246,-93.61719000000001,810
132000,1,1948,972,0,0,8000,0,240,-93.617182,292
99900,1,1958,792,0,1,5470,0,366,-93.6146206,792
135000,1,1916,660,0,1,10410,704,180,-93.6144209,660
149000,2,1939,676,187,1,10800,676,720,-93.61239,676
114000,1,1900,405,0,1,8146,322,281,-93.612241,405
109500,1,1924,768,316,1,9022,0,240,-93.614049,768
125000,1,1925,1054,0,1,10230,0,264,-93.615465,1054
142900,2,1915,1313,0,0,10410,0,528,-93.614049,1313
156500,2,1910,560,0,1,7200,760,624,-93.613899,560
59000,0,1940,416,0,1,5400,0,0,-93.6117397,416
105000,1,1920,840,0,1,5400,534,338,-93.61203,420
106000,2,1920,720,0,1,10800,0,576,-93.61225300000001,720
78500,1,1890,630,0,1,10800,0,320,-93.61225400000001,630
190000,3,1969,1248,0,1,9671,1296,907,-93.610355,1248
154000,1,1963,1380,0,1,10143,0,364,-93.60765500000001,996
163000,2,1967,1040,0,0,11500,0,480,-93.610588,108
200000,4,1969,1248,0,1,11643,1296,968,-93.610649,748
143500,2,1958,951,0,1,8010,0,480,-93.60819599999999,206
135000,1,1957,1105,0,1,10454,0,308,-93.60892700000001,559
153000,1,1957,992,0,1,8712,0,756,-93.609226,132
157500,2,1960,1478,0,0,17600,0,498,-93.606573,208
113500,1,1958,160,0,0,9000,0,384,-93.60552,160
133000,1,1949,832,0,0,12144,0,288,-93.609059,457
92900,2,1950,0,0,1,8544,0,400,-93.608977,0
128500,2,1950,795,0,1,8064,368,900,-93.61061,174
90000,2,1949,0,0,1,7200,0,420,-93.608903,0
138000,1,1950,1208,0,1,7200,768,240,-93.60891,676
128000,1,1958,1041,0,1,7350,0,294,-93.606891,1041
139000,1,1958,1029,0,1,7560,0,294,-93.606889,525
118900,1,1952,732,0,1,7200,0,240,-93.607814,0
138000,1,1959,528,0,1,8000,0,288,-93.605968,0
132500,1,1959,1148,0,1,7931,0,672,-93.606786,0
133500,1,1949,832,0,1,10800,629,384,-93.609945,832
135000,2,1948,864,180,1,8064,0,576,-93.610605,744
144750,2,1964,780,0,1,7570,813,483,-93.604987,780
145000,2,1978,941,0,1,8604,0,564,-93.604047,0
127000,1,1963,1045,0,0,7936,0,264,-93.603879,219
109500,1,1962,894,0,1,6600,0,308,-93.603701,894
115000,1,1926,818,0,1,3950,406,210,-93.6179738,350
110000,2,1910,440,74,1,10440,548,440,-93.615583,440
128900,1,1935,901,54,1,4080,517,162,-93.619013,901
103500,2,1910,972,0,1,10307,972,324,-93.6195025,339
66500,1,1941,676,26,1,5720,455,200,-93.62026,676
130000,2,1910,240,0,1,15660,496,472,-93.61559799999999,240
129000,0,1910,504,0,1,9900,700,0,-93.615599,504
150000,2,1939,690,0,0,6406,690,400,-93.61953609999999,269
107500,1,1892,994,0,1,6600,994,432,-93.618486,994
94550,0,1920,600,0,1,7627,600,0,-93.6200683,600
124500,2,1952,960,0,1,7596,1000,400,-93.620216,960
135000,1,1946,651,0,0,3378,682,240,-93.6176367,651
103000,0,1910,801,80,1,10134,646,0,-93.615381,801
93000,2,1953,936,0,1,6000,0,576,-93.6129105,936
129500,1,1950,768,0,1,6000,560,308,-93.608866,384
93000,1,1954,811,0,1,6000,576,256,-93.607776,811
80000,2,1920,861,0,1,7404,0,288,-93.608829,861
45000,1,1940,0,0,1,5925,0,308,-93.606842,0
37900,0,1910,600,0,1,5925,368,0,-93.606841,600
91300,1,1938,190,144,1,5784,0,273,-93.610469,190
99500,1,1923,624,0,1,8520,0,287,-93.606788,624
113000,0,1920,736,0,1,4456,716,0,-93.618648,736
87500,2,1910,677,0,1,9600,677,720,-93.61705400000001,677
110000,1,1947,720,0,1,3500,564,240,-93.61786790000001,408
106000,2,1898,849,40,1,8100,1063,360,-93.613887,849
265979,4,1880,1240,181,0,11700,1320,864,-93.612245,1240
160000,1,1900,917,0,1,8400,917,357,-93.610588,917
119000,1,1917,624,0,0,3600,624,280,-93.6130761,624
168000,2,1882,916,0,0,17671,826,424,-93.610582,700
58500,0,1910,624,0,0,3300,0,0,-93.6148612,624
143000,2,1920,650,0,1,9000,650,324,-93.61004399999999,26
85000,1,1910,1022,0,1,7200,0,280,-93.6076506,310
124900,2,1890,1088,48,1,8820,561,456,-93.608704,0
119000,1,1920,972,0,1,5400,0,207,-93.608707,972
146500,3,1910,741,0,1,9720,741,640,-93.607058,741
34900,0,1920,720,0,1,7879,0,0,-93.605207,225
44000,0,1900,245,0,1,9392,0,0,-93.60542099999999,245
223500,2,1923,1324,0,0,21384,504,528,-93.6289369,15
149000,1,1923,1022,266,0,6615,0,216,-93.628848,1022
205000,2,1925,952,74,1,7264,596,672,-93.62798149999999,952
137000,1,1930,297,244,0,4960,653,336,-93.625968,297
121000,1,1916,952,0,0,8854,0,192,-93.62611600000001,952
128000,1,1936,672,0,1,6000,567,240,-93.624564,0
134900,2,1937,698,210,1,6000,390,624,-93.624567,698
117000,1,1925,884,0,0,6000,464,216,-93.622513,884
132500,1,1939,780,45,0,6000,587,280,-93.623515,780
93000,1,1924,468,0,1,6000,320,320,-93.621677,248
119000,1,1926,884,0,1,6000,0,180,-93.622443,884
100000,2,1924,1145,0,1,6911,0,440,-93.624689,740
141500,2,1936,927,112,1,6120,472,576,-93.623645,927
133000,1,1935,884,0,1,6120,584,240,-93.623644,884
60000,0,1936,264,0,0,6120,0,0,-93.623643,264
105000,1,1931,715,48,1,6120,0,180,-93.62362900000001,506
115000,1,1925,960,0,1,6120,0,264,-93.62256500000001,960
150000,1,1938,952,189,0,6120,588,250,-93.621351,679
126500,5,1925,1072,0,1,8635,0,1184,-93.6213592,938
214500,2,1916,844,0,1,11888,689,441,-93.62725999999999,844
167500,2,1910,728,509,1,11414,883,532,-93.625362,728
155000,2,1915,1048,0,1,8094,720,576,-93.621525,1048
155000,1,1915,910,0,0,2500,910,164,-93.621504,611
179900,1,1915,672,24,1,9928,672,216,-93.62150600000001,672
104000,0,1912,755,0,1,5520,929,0,-93.621635,755
62500,0,1922,1040,0,1,3000,1040,0,-93.621633,1040
149000,1,1927,720,0,1,6876,784,316,-93.628299,198
103000,2,1925,780,0,1,6240,0,539,-93.626716,628
123000,1,1915,483,0,1,5775,686,379,-93.621862,483
97500,0,1902,1020,0,1,5852,886,0,-93.62170970000001,851
135000,1,1927,1204,0,1,5160,462,384,-93.6250433,1204
70000,0,1923,858,0,1,5160,0,0,-93.62515400000001,46
116000,1,1915,698,0,1,10320,649,308,-93.599575,160
88750,1,1946,560,0,1,4280,0,220,-93.659205,560
179000,0,1987,1200,120,1,10800,0,0,-93.65820699999999,0
179000,0,1987,1200,120,1,10800,0,0,-93.658173,0
159900,1,1978,1152,0,1,10547,0,252,-93.657107,0
61000,0,1922,683,0,1,10020,0,0,-93.6601886,333
103600,1,1925,672,147,1,6629,672,300,-93.657241,121
63000,1,1934,585,0,1,9780,425,226,-93.658381,585
175000,2,1963,520,302,0,12886,0,480,-93.669839,76
139000,2,1963,1121,0,1,8816,0,480,-93.67540100000001,470
172500,2,1978,918,243,0,11184,765,440,-93.672288,192
113500,1,1967,1052,0,0,11625,0,668,-93.67338199999999,525
130000,1,1967,864,64,1,7800,0,288,-93.677991,414
149900,2,1978,456,0,0,8014,0,504,-93.672651,0
134900,2,1982,858,120,1,7252,0,576,-93.671849,173
137000,2,1982,840,0,1,8740,0,528,-93.671369,168
139000,1,1962,1092,0,0,11616,0,288,-93.666432,252
165000,1,1961,552,290,0,15400,611,384,-93.66636,552
148000,2,1960,1138,0,0,15312,0,480,-93.666813,550
165000,1,1956,825,131,0,15584,0,336,-93.662126,825
63900,0,1947,0,0,1,9000,0,0,-93.659279,0
161500,1,1957,1104,120,0,11250,684,304,-93.660877,1104
143000,1,1968,1437,0,0,25095,0,452,-93.66798,113
135000,1,1956,1134,0,1,17140,0,284,-93.671177,75
82500,2,1940,861,158,1,12342,0,539,-93.6721573,599
190000,1,1955,1617,476,0,10708,0,303,-93.66624200000001,470
139600,2,1955,0,0,0,13680,0,452,-93.66599599999999,0
122000,2,1954,0,0,1,15635,0,498,-93.665994,0
127500,2,1956,1436,0,0,9855,0,480,-93.667776,1436
121500,1,1956,1073,0,1,9571,0,340,-93.668212,816
60000,1,1958,1276,0,1,9571,0,350,-93.667209,1276
154400,1,1946,747,0,0,9350,747,240,-93.66527099999999,405
113000,1,1941,672,0,1,9340,0,234,-93.66526999999999,328
125000,1,1954,1089,328,0,7440,0,252,-93.660147,916
84000,1,1957,0,186,1,11500,0,290,-93.663366,0
139500,1,1984,1049,0,1,4235,0,266,-93.6641939,104
131000,1,1949,768,0,0,11409,568,281,-93.66104,476
105000,1,1939,560,0,1,9060,560,280,-93.661005,356
108000,1,1940,755,120,0,9084,755,296,-93.65985500000001,755
162000,2,1990,1054,114,1,10778,0,462,-93.684708,308
156500,2,1983,520,0,0,19255,0,576,-93.685733,0
316600,2,1983,1496,349,0,12327,636,612,-93.685986,55
271900,3,1990,2158,84,0,14684,0,701,-93.68341,1496
213000,2,1993,740,234,0,9317,769,425,-93.681063,227
239900,2,1993,1079,400,0,10560,800,473,-93.682025,605
239500,2,1995,1128,0,0,9828,878,466,-93.682176,544
131000,2,1880,0,0,0,26400,728,576,-93.679789,0
118964,2,1979,0,0,1,7018,0,410,-93.679784,0
153337,2,1979,1086,120,0,7018,0,528,-93.6791403,0
147983,2,1979,0,73,1,7018,1114,720,-93.679109,0
118858,2,1979,0,0,1,7018,0,400,-93.679784,0
118858,2,1979,0,0,1,7018,0,400,-93.67952729999999,0
142953,2,1979,0,154,1,7018,1120,528,-93.6790969,0
148325,2,1979,1094,120,0,7040,0,672,-93.67914559999998,0
113722,2,1979,0,0,1,7007,0,400,-93.679781,0
269500,4,2000,1168,312,0,11855,1619,820,-93.679856,348
269500,4,2000,1168,312,0,7939,1619,820,-93.6791251,348
269500,4,2000,1168,312,0,7976,1619,820,-93.679181,348
323262,3,2009,1555,185,0,10933,0,1138,-93.687067,534
297000,3,2007,1705,208,0,10637,0,826,-93.688859,417
295493,3,2008,1622,172,0,10226,0,860,-93.68899300000001,1622
332000,3,2008,1720,208,0,10816,0,846,-93.689091,616
239900,3,2008,1468,192,0,9178,0,904,-93.69026600000001,1468
212000,2,2007,866,144,1,10769,902,578,-93.69097099999999,846
272500,2,2007,1838,154,0,11422,0,524,-93.690364,479
239000,2,2007,1800,288,1,11923,0,702,-93.689072,1800
220000,2,2006,1604,123,0,8814,0,660,-93.689071,270
200000,2,2007,1282,168,0,6762,0,662,-93.69143299999999,380
221800,3,2008,1254,168,1,10324,0,810,-93.69157,382
194500,2,2007,1232,132,1,7314,0,632,-93.690111,508
237000,3,2005,1498,144,0,11645,0,844,-93.689066,1474
173000,2,2005,704,36,0,11646,718,440,-93.689081,704
275000,2,1989,1518,80,0,12800,0,569,-93.685125,0
233500,2,1992,1449,150,0,16698,815,525,-93.67929699999999,649
185000,2,1967,1013,486,1,28698,966,538,-93.68256459999999,0
152000,2,1996,1040,168,1,12464,0,576,-93.69188299999999,308
143000,1,1994,990,66,1,9757,0,440,-93.692135,235
231500,2,1997,928,276,1,15426,836,470,-93.688372,107
212000,2,1996,799,158,0,10667,834,550,-93.690401,70
207000,2,1998,1463,0,1,14753,0,539,-93.691355,513
145000,2,1994,1097,392,1,10859,0,672,-93.691585,1097
138000,2,1994,990,0,1,8072,0,480,-93.69286679999999,244
197900,2,1998,866,198,1,10400,913,546,-93.69054799999999,866
204000,2,1999,1490,144,1,10335,0,577,-93.690324,811
192000,2,1999,1431,0,1,9017,0,666,-93.69166700000001,871
200000,2,1998,928,150,0,8750,844,492,-93.688383,322
195000,2,2002,831,144,1,8935,829,493,-93.689431,831
227000,2,2002,1573,0,1,9808,0,544,-93.691175,785
230000,2,2001,944,0,1,12420,896,622,-93.689438,278
187100,2,2001,1413,0,1,16285,0,605,-93.689942,1413
203000,2,2002,1431,144,1,10739,0,577,-93.691672,172
201000,2,2001,1492,0,0,11166,0,608,-93.68862800000001,1468
124000,0,1978,1040,0,1,8430,0,0,-93.686916,424
140000,1,1978,907,72,1,16269,0,343,-93.687212,282
134900,2,1979,914,0,1,6950,0,444,-93.687219,132
150500,2,1977,1040,0,1,8800,0,484,-93.685068,364
136500,1,1978,864,0,1,7000,0,336,-93.684887,218
143500,1,1977,1268,173,1,9286,0,252,-93.684954,1072
133500,1,1972,864,0,0,15523,0,338,-93.683157,404
123000,2,1972,894,215,1,7200,0,600,-93.683159,117
133900,1,1972,768,192,1,7200,0,396,-93.68316999999999,108
133000,2,1972,768,58,1,8445,0,396,-93.68351,112
250000,3,2002,1569,262,1,11664,0,1231,-93.68781899999999,335
254750,2,2003,1068,192,0,12334,1116,570,-93.68621800000001,1068
236500,2,2001,1753,202,0,11838,0,522,-93.68269000000001,1753
261500,2,2001,1299,160,0,11885,573,531,-93.68262299999999,309
313000,3,2000,1440,253,0,11050,677,736,-93.682983,536
198500,2,2002,840,0,1,8749,885,550,-93.68674399999999,840
211000,2,2001,944,256,1,11250,926,608,-93.685673,944
220000,2,1999,1462,135,0,15750,0,521,-93.67915,216
203000,2,1996,1504,115,0,11883,0,478,-93.680706,814
279500,2,2002,1822,194,0,12782,0,523,-93.68110899999999,462
210000,2,1997,1417,60,0,8750,0,511,-93.681343,306
219500,2,1997,1057,576,1,9375,977,645,-93.681411,318
191000,2,1996,880,0,0,8750,807,512,-93.680782,880
178000,2,2001,1212,356,1,9100,0,573,-93.68218,1212
213000,2,2000,1630,74,0,9750,0,451,-93.68167,1630
144000,2,2003,848,140,1,4435,0,420,-93.681297,163
140000,2,2003,848,140,1,4435,0,420,-93.681439,163
293200,3,2007,1578,0,0,10200,0,810,-93.684115,100
190000,2,2004,864,187,1,9313,864,572,-93.685333,864
190000,2,2004,1500,192,1,8487,0,570,-93.686051,1480
173500,2,2005,738,100,1,8633,738,540,-93.684536,545
170000,2,2007,608,100,0,11069,788,440,-93.6843,608
108000,2,1949,0,0,1,8777,0,520,-93.67830500000001,0
167000,2,1964,1486,0,1,9937,0,480,-93.67740699999999,849
100000,1,1938,816,0,0,8877,0,288,-93.676372,126
198500,2,2003,0,0,0,7301,1427,672,-93.672234,0
159500,2,1977,690,252,1,7950,728,440,-93.6755239,155
127000,1,1960,1014,0,1,10682,0,544,-93.6739723,615
125000,1,1976,1041,296,0,7200,0,352,-93.675248,410
320000,3,2007,1698,327,0,13286,0,768,-93.676608,464
145500,2,2005,547,0,1,3675,0,525,-93.669952,0
118000,0,1947,698,0,1,9405,0,0,-93.66477900000001,698
85000,1,1959,876,0,1,6410,0,320,-93.666315,301
120000,1,1950,1078,0,1,11767,0,195,-93.66468499999999,0
98000,1,1945,0,92,1,8405,441,240,-93.6644556,0
99900,0,1922,864,0,1,4060,0,0,-93.659191,864
82000,2,1952,0,0,1,10206,0,528,-93.664812,0
119900,0,1959,1678,0,1,10926,0,0,-93.66440240000001,1678
103500,1,1956,1150,0,0,11767,0,313,-93.66433599999999,604
112000,1,1956,672,64,1,8926,0,288,-93.663302,672
110000,2,1920,684,0,1,12354,512,528,-93.657963,684
122000,1,1941,720,84,0,8212,444,256,-93.656664,94
117000,2,1941,984,0,1,10998,620,660,-93.655674,156
160000,1,1938,832,0,0,6300,436,250,-93.651825,0
159434,1,1932,793,0,1,4500,672,281,-93.652027,611
60000,1,1920,290,0,1,8400,0,246,-93.651786,0
139500,1,1940,778,335,0,9900,545,240,-93.64856999999999,778
